repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Albi, Bibliothèque municipale (Organisation);0053 (002);100016875;;parchment;129 f.;150;95;;;1;19;;;Semihybrida;Formata;;;;;1451;1475;1401-1500 (Medium) From : 1420 (CCLL) To : 1460 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/2804/manifest
Alençon, Bibliothèque municipale (Organisation);197;37855;;parchment;187 f.;73;55;;;1;;;;Cursiva;Formata;;;;;1451;1475;15e s. (troisième quart) (Medium) From : 1450 (CCLL) To : 1475 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24708/manifest
Ambierle, Musée Alice Taverne (Organisation);inv. AR 501.01;100042393;;parchment;1 f.;169;121;;;;;;;;;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/35490/manifest
Angers, Bibliothèque municipale (Organisation);2047;40627;;parchment;105 f.;205;145;;;1;15;;;Textualis;Formata;;;11 miniatures (f. 13, 23, 34v°, 47, 50, 57, 62, 67, 71, 75, 82), bordures, lettres ornées. (Virgo);;1430;1450;15e s. (1420-1450) (Medium) From : 1430 (CCLL) To : 1440 (CCLL);Angers (Place);https://bvmm.irht.cnrs.fr/iiif/4659/manifest
Angers, Bibliothèque municipale (Organisation);2048;40628;;parchment;72 f.;190;110;;;1;33;;;Cursiva;Formata;;;11 miniatures (19, 24, 30v°, 34v°, 36, 38, 39v°, 41, 45, 51v°, 67), bordures, lettres ornées (Virgo);;1475;1495;15e s. (1485 circa) (Medium) From : 1485 (CCLL) To : 1485 (CCLL);Tours (Place);https://bvmm.irht.cnrs.fr/iiif/4660/manifest
Angers, Bibliothèque municipale (Organisation);2104;100009309;;parchment;136 f.;175;130;;;1;14;;;Textualis;Formata;;;;;1440;1460;15e s. (milieu) (Medium) From : 1440 (CCLL) To : 1460 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/1140/manifest
Angers, Bibliothèque municipale (Organisation);2111;100042212;;parchment;114 f.;138;90;;;1;19;;;Humanistique;Formata;;;;;1510;1530;16e s. (1510-1520 circa) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1141/manifest
Angers, Bibliothèque municipale (Organisation);0134 (0126);40232;;parchment;198 f.;205;138;;;1;13;;;Textualis;Formata;;;12 miniatures, bordures, lettres ornées (Virgo);;1480;1500;15e s. (fin) (Medium) From : 1490 (CCLL) To : 1500 (CCLL);Paris (Place);https://bvmm.irht.cnrs.fr/iiif/4645/manifest
Angers, Bibliothèque municipale (Organisation);0138 (0130);100010490;;parchment;106 f.;215;150;;;1;20;;;Humanistique;Formata;;;;;1501;1550;16e s. (première moitié) (Medium) From : 1500 (CCLL) To : 1550 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/1069/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.071;100045071;;parchment;160 f.;157;124;;;1;15;;;Textualis;Formata;;;;;1390;1410;14e s.,15e s. (ca. 1390-1400) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1383/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.072;100045072;;parchment;225 f.;185;140;;;1;13;;;Textualis;Formata;;;;;1440;1460;15e s. (milieu) (Medium);;https://bvmm.irht.cnrs.fr/iiif/2385/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.073;100045073;;parchment;220 f.;185;135;;;1;14;;;Textualis;Formata;;;;;1480;1500;15e s. (fin) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1385/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.074;100045074;;parchment;175 f.;205;145;;;1;15;;;Textualis;Formata;;;;;1425;1450;15e s. (deuxième quart) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1386/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.075;100045075;;parchment;96 f.;170;125;;;1;21;;;Cursiva;Formata;;;;;1490;1510;16e s. (ca. 1500) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1387/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.076;100045076;;parchment;138 f.;135;95;;;1;16;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/1411/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.085;100045085;;parchment;243 f.;133;100;;;1;16;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/1388/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.784;100045079;;parchment;1 f.;;;;;;;;;;;;;;;1486;1500;;;https://bvmm.irht.cnrs.fr/iiif/1397/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.785;100045080;;parchment;1 f.;;;;;;;;;;;;;;;1486;1500;;;https://bvmm.irht.cnrs.fr/iiif/1399/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.786;100045081;;parchment;1 f.;;;;;;;;;;;;;;;1486;1500;;;https://bvmm.irht.cnrs.fr/iiif/1400/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.787;100045082;;parchment;1 f.;;;;;;;;;;;;;;;1486;1500;;;https://bvmm.irht.cnrs.fr/iiif/1398/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.788;100045083;;parchment;1 f.;;;;;;;;;;;;;;;1401;1500;;;https://bvmm.irht.cnrs.fr/iiif/1390/manifest
Angers, Musée des Beaux-Arts (Organisation);2003.1.789;100045084;;parchment;2 f.;;;;;;;;;;;;;;;1401;1500;;;https://bvmm.irht.cnrs.fr/iiif/1389/manifest
Annecy, Bibliothèque municipale (Organisation);2;100017175;;mixed;143 f.;93;66;;;1;;;;;;;;;;1451;1550;15e s., 17e s. (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32550/manifest
Annecy, Bibliothèque municipale (Organisation);4;100047504;;parchment;164 f.;172;122;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32559/manifest
Annecy, Bibliothèque municipale (Organisation);8;100047507;;parchment;1 f.;192;136;;;;;;;;;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/32555/manifest
Annecy, Bibliothèque municipale (Organisation);9;100047508;;parchment;251 f.;148;98;;;1;;;;;;;;;;1451;1500;15e s. (seconde moitié) (Medium) From : 1450 (CCLL) To : 1480 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32556/manifest
Apt, Musée Trésor de la Cathédrale Sainte-Anne (Organisation);4;44274|100100546;;parchment;92 f.;146;102;;;1;;;;;;;;Bordures, lettres ornées (Virgo);;1301;1400;1301-1400 (Medium) From : 1300 (CCLL) To : 1400 (CCLL);Lyon (Place);https://bvmm.irht.cnrs.fr/iiif/34027/manifest
Argentan, Bibliothèque municipale (Organisation);27;100037632;;parchment;134 f.;183;125;;;1;16;;;Hybrida;Formata;;;;;1440;1475;1446-1475 (Medium) From : 1450 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4257/manifest
Arras, Bibliothèque municipale (Organisation);1282;100077739;;parchment;212 f.;;;;;;;;;;;;;;;1401;1500;;;https://bvmm.irht.cnrs.fr/iiif/33715/manifest
Arras, Bibliothèque municipale (Organisation);0366 (0212);100017719;;parchment;206 ff. (CCLL);215;165;;;1;;;;;;;;Bordures, lettres ornées et filigranées (Virgo);;1401;1500;1401-1500 (Medium) From : 1435 (CCLL) To : 1450 (CCLL);Amiens (Place)|Arras (Place);https://bvmm.irht.cnrs.fr/iiif/23957/manifest
Arras, Bibliothèque municipale (Organisation);0367 (0449);100017720;;parchment;161 f.;210;155;;;1;;;;;;;;Bordures, lettres ornées (Defuncti);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/24778/manifest
Arras, Bibliothèque municipale (Organisation);0376 (1030);100017728;;parchment;61 f.;180;135;;;1;;;;;;;;2 miniatures (f. 12, 19), bordures, lettres ornées (Virgo);;1440;1485;c.1450-1475;France (Place);https://bvmm.irht.cnrs.fr/iiif/32262/manifest
Arras, Bibliothèque municipale (Organisation);0377 (0783);100017729;;parchment;230 ff. (CCLL);180;130;;;1;;;;;;;;Bordures, lettres filigranées , initiales rouges et bleues (Virgo);;1301;1400;1301-1400 (Medium) From : 1300 (CCLL) To : 1400 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24316/manifest
Arras, Bibliothèque municipale (Organisation);0384 (0232);100017733;;parchment;188 ff. (CCLL);165;120;;;1;;;;;;;;11 miniatures (f. 13, 37v°, 50, 56v°, 60v°, 64v°, 69v°, 76v°, 83, 112v°, 118), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/23962/manifest
Arras, Bibliothèque municipale (Organisation);0659 (0356);100017961;;paper;190 f.;304;222;;;2;;;;;;;;Lettres filigranées, initiales rouges et bleues (Virgo);;1451;1500;15e s. (seconde moitié) (Medium) From : 1450 (CCLL) To : 1500 (CCLL);France, Nord (Place);https://bvmm.irht.cnrs.fr/iiif/24530/manifest
Arras, Bibliothèque municipale (Organisation);0751 (0780);100018054;;parchment;128 ff.;185;120;;;1;;;;;;;;;;1430;1470;c.1440-1460 ?;;https://bvmm.irht.cnrs.fr/iiif/25554/manifest
Arras, Bibliothèque municipale (Organisation);0779 (0778);100018079;;parchment;70 f.;180;125;;;1;;;;;;;;3 miniatures (f. 13v°, 19v°, 57v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France, Nord (Place);https://bvmm.irht.cnrs.fr/iiif/24217/manifest
Arras, Bibliothèque municipale (Organisation);0782 (1023);100018082;;parchment;;175;115;;;;;;;;;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/34421/manifest
Arras, Bibliothèque municipale (Organisation);0784 (1025);100018084;;parchment;079 ff. (CCLL);170;120;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/32600/manifest
Arras, Bibliothèque municipale (Organisation);0785 (0520);100018085;;parchment;175 ff. (CCLL);170;120;;;1;;;;;;;;11 miniatures (f. 22, 25v°, 29v°, 32, 34v°, 37, 39, 42, 44, 78v°, 118v°), bordures, lettres ornées et filigranées (Virgo);;1440;1460;c.1450;France (Place);https://bvmm.irht.cnrs.fr/iiif/32406/manifest
Arras, Bibliothèque municipale (Organisation);0787 (0521);100018089;;parchment;120 ff. (CCLL);170;125;;;1;;;;;;;;28 miniatures (11-16v°, 20v°, 27, 28, 29, 30, 34v°, 46v°, 54v°, 57v°, 60v°, 63v°, 66v°, 71v°, 78v°, 90v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/35425/manifest
Arras, Bibliothèque municipale (Organisation);0789 (0515);100018091;;parchment;291 ff. (CCLL);165;125;;;1;;;;;;;;14 miniatures (39v°-40, 47, 55, 61, 75, 91, 99, 105, 111, 122, 130, 137, 164), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/35429/manifest
Arras, Bibliothèque municipale (Organisation);0791 (0536);100018099;;;173 ff. (CCLL);155;110;;;1;;;;;;;;15 miniatures (14, 16, 18, 19v°, 34v°, 48, 55, 60v°, 65v°, 70v°, 79, 85, 107v°, 163, 168), bordures, lettres ornées (Virgo);;1420;1450;c.1420-1450;France, Nord (Place)|Nederland, Sud (Place)|Brugge (Place);https://bvmm.irht.cnrs.fr/iiif/35430/manifest
Arras, Bibliothèque municipale (Organisation);0792 (0533);100018100;;parchment;099 ff. (CCLL);155;115;;;1;;;;;;;;Bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/35431/manifest
Arras, Bibliothèque municipale (Organisation);0793 (0540);100018101;;parchment;I+149+I ff. (CCLL);150;105;;;1;;;;;;;;Amiens painter - Rouen painter|6 miniatures (f. 13, 57, 75, 107, 111, 139), lettres historiées (34, 56-56v°, 74v°, 106v°, 110v°, 130v°), bordures, lettres ornées (Virgo);;1430;1450;1401-1500 (Stutzmann) 1401-1500 (Medium) From : 1435 (CCLL) To : 1440 (CCLL);Amiens (Place)|Rouen (Place);https://bvmm.irht.cnrs.fr/iiif/35446/manifest
Arras, Bibliothèque municipale (Organisation);0794 (0244);100018102;;parchment;141 ff. (CCLL);145;110;;;1;;;;;;;;7 miniatures (13v°, 29v°, 40v°, 55v°, 60v°, 70v°, 65v°), bordures, lettres ornées et filigranées (Virgo);;1501;1600;1501-1600 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32417/manifest
Arras, Bibliothèque municipale (Organisation);0795 (0545);100018109;;parchment;141 ff. (CCLL);140;100;;;1;;;;;;;;5 miniatures (f. 13, 88, 109, 117, 176), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/35447/manifest
Arras, Bibliothèque municipale (Organisation);0822 (0513);100018145;;parchment;127 f.;165;115;;;1;;;;;;;;17 miniatures, bordures, lettres ornées (Virgo);;1390;1410;c.1400;Flandre (Place);https://bvmm.irht.cnrs.fr/iiif/32427/manifest
Arras, Bibliothèque municipale (Organisation);0836 (0542);100018157;;parchment;29 f.;145;100;;;2;;;;;;;;Initiales rouges (Virgo);;1201;1300;1201-1300 (Medium) From : 1200 (CCLL) To : 1300 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32477/manifest
Arras, Bibliothèque municipale (Organisation);0892 (0767);100018214;;parchment;073 ff. (CCLL);195;135;;;1;;;;;;;;;;1451;1500;c.1450-1500;France (Place);https://bvmm.irht.cnrs.fr/iiif/35471/manifest
Arras, Bibliothèque municipale (Organisation);0898 (0226);100018219;;parchment;126 ff. (CCLL);175;120;;;1;;;;;;;;;;1501;1600;1501-1600 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/23976/manifest
Arras, Bibliothèque municipale (Organisation);0899 (1020);100018220;;parchment;096 ff. (CCLL);175;115;;;1;;;;;;;;13 miniatures (f. 7, 12v°, 17, 25, 33v°, 37v°, 41, 44v°, 50, 52, 54, 59, 72), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/32601/manifest
Arras, Bibliothèque municipale (Organisation);0900 (0235);100018221;;parchment;137 f.;170;125;;;1;;;;;;;;3 miniatures (f. 20, 58, 72), bordures, lettres ornées et filigranées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/23977/manifest
Arras, Bibliothèque municipale (Organisation);0904 (0231);100018224;;parchment;220 f.;160;115;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/34460/manifest
Arras, Bibliothèque municipale (Organisation);0906 (0240);100018226;;parchment;166+080+IV+III ff. (CCLL);160;110;;;1;;;;;;;;5 miniatures (f. 17, 19, 69, 85, 120), bordures, lettres ornées et filigranées (Virgo);;1301;1400;1301-1400 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/34483/manifest
Arras, Bibliothèque municipale (Organisation);0915 (0249);100018233;;parchment;247 f.;110;75;;;1;;;;;;;;1 miniature (f. 3v°), 12 lettres historiées (f. 24v°, 37, 49, 49v°, 62, 77, 90, 92, 104, 150v°, 180, 186), lettres ornées (Virgo);;1301;1400;1301-1400 (Medium) From : 1330 (CCLL) To : 1350 (CCLL);Liège (Place);https://bvmm.irht.cnrs.fr/iiif/34462/manifest
Arras, Bibliothèque municipale (Organisation);1051 (0233);100018336;;parchment;110 ff. (CCLL);160;120;;;1;;;;;;;;Bordures, lettres ornées (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);Belgique (Place);https://bvmm.irht.cnrs.fr/iiif/24000/manifest
Arras, Bibliothèque municipale (Organisation);1135 (0219);100018338;;parchment;194 f.;190;140;;;1;;;;;;;;19 miniatures, bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/24001/manifest
Arras, Musée diocésain (Organisation);601;100048453;;parchment;309 f.;260;185;;;1;;;;;;;;Bordures, 3 lettres historiées (f. 74, 191v°, 248v°), lettres ornées et filigranées (Virgo);;1275;1300;1286-1300 (Medium) From : 1280 (CCLL) To : 1320 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/35127/manifest
Auch, Bibliothèque municipale (Organisation);25;100018379;;parchment;138 f.;120;85;;;1;17;;;Textualis;Formata;;;;;1451;1475;15e s. (troisième quart) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/1274/manifest
Auch, Bibliothèque municipale (Organisation);26;868;;parchment;113 f.;130;90;;;1;17;;;Textualis;Libraria;;;Bordures, lettres filigranées (Virgo);;1451;1500;15e s. (seconde moitié) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/1275/manifest
Autun, Bibliothèque de la Société Eduenne (Organisation);Album Bulliot, n° 05;100058520;;parchment;1 fragment;;;;;;;;;;;;;;;1465;1495;;;https://bvmm.irht.cnrs.fr/iiif/22886/manifest
Autun, Bibliothèque de la Société Eduenne (Organisation);M 004;40799;;parchment;18 f.;180;130;;;1;17;;;Textualis;Formata;;;;;1451;1500;15e s. (seconde moitié) (Medium);;https://bvmm.irht.cnrs.fr/iiif/22834/manifest
Autun, Bibliothèque municipale (Organisation);269;45690;;parchment;174 f.;195;135|138;;;1;15;;;Textualis;Formata;;;23 miniatures (f. 13v°, 21, 32v°, 44, 50, 54v°, 59, 63, 70v°, 77, 84, 89, 108, 145, 151v°, 153v°, 156, 158v°, 160v°, 164, 165, 169, 170v°), 1 lettre historiée (f. 146v°), bordures, lettres ornées (Virgo);;1480;1490;15e s. (ca. 1480-1490) (Medium) From : 1480 (CCLL) To : 1490 (CCLL);Autun (Place)|Bourgogne (Place);https://bvmm.irht.cnrs.fr/iiif/22734/manifest
Autun, Bibliothèque municipale (Organisation);Legs Chevalier n° 15;37640;;parchment;fragment;;;;;1;;;;Textualis;Formata;;;;;1385;1425;1301-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/12718/manifest
Autun, Bibliothèque municipale (Organisation);S 119 (99 A);982;;parchment;142 f.;196;130;110;74;1;19;;;Textualis;Formata;;;14 miniatures (f. 18, 19v°, 21, 22, 27, 31, 40v°, 54v°, 58, 61v°, 65, 70v°, 80, 98), bordures, 1 lettre historiée (f. 140), lettres ornées (Virgo);;1480;1500;15e s. (fin) (Medium) From : 1480 (CCLL) To : 1500 (CCLL);France (Place)|Troyes (Place);https://bvmm.irht.cnrs.fr/iiif/22185/manifest
Autun, Bibliothèque municipale (Organisation);S 190;1032;;parchment;140 f.;205;145;103;63;;;;;;;;;;;1451;1500;15e s. (seconde moitié) (Medium);Paris (Place)|Bourgogne (Place);https://bvmm.irht.cnrs.fr/iiif/22758/manifest
Autun, Bibliothèque municipale (Organisation);S 191;1033;;parchment;189 f.;124;90;;;1;17;;;Cursiva;Formata;;;6 miniatures (f. 26, 113, 116v°, 120, 185, 187), bordures, lettres ornées (Virgo);;1475;1500;1475-1500 (Medium) From : 1485 (CCLL) To : 1485 (CCLL);Paris (Place);https://bvmm.irht.cnrs.fr/iiif/22759/manifest
Autun, Bibliothèque municipale (Organisation);S 192;1034;;parchment;85 f.;189;151;;;1;19;;;Textualis;Formata;;;;;1451;1500;15e s. (seconde moitié) (Medium) From : 1445 (CCLL) To : 1475 (CCLL);Flandre (Place);https://bvmm.irht.cnrs.fr/iiif/22760/manifest
Autun, Bibliothèque municipale (Organisation);S 196 (1);1037;;parchment;116 f.;197;135;;;;;;;;;;;;;1501;1515;16e s. (début) (Medium);;https://bvmm.irht.cnrs.fr/iiif/22771/manifest
Autun, Bibliothèque municipale (Organisation);S 196 (2);100047357;;parchment;2 f.;184;129;;;;;;;;;;;;;1480;1500;15e s. (fin) (Medium);;https://bvmm.irht.cnrs.fr/iiif/22772/manifest
Autun, Musée Rolin (Organisation);SE 207;100010534;;parchment;1 f.;135;85;;;;;;;;;;;;;1480;1500;15e s. (ca. 1475-1485) (Medium);;https://bvmm.irht.cnrs.fr/iiif/22993/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°010;37707;;parchment;111 f.;190;140;;;1;;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1470 (CCLL) To : 1480 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24141/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°011;37708;;parchment;133 + 2 f.;191;140|148;;;1;17;;;Textualis;Formata;;;;;1480;1510;c.1480-1510;;https://bvmm.irht.cnrs.fr/iiif/24147/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°012;37709;;parchment;192 f.;170;120;;;1;14;;;Textualis;Formata;;;;;1480;1520;1401-1600 (Medium) From : 1490 (CCLL) To : 1510 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24142/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°014;37711;;parchment;155 f.;173;140;;;1;15;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24144/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°015;37712;;parchment;131 f.;170;110;;;1;18;;;Textualis;Libraria;;;;;1501;1600;1501-1600 (Medium) From : 1490 (CCLL) To : 1495 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24145/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°016;100039316;;parchment;200 f.;150;110;;;;;;;;;;;;;1501;1600;1501-1800 (Medium);;https://bvmm.irht.cnrs.fr/iiif/24153/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°017;37713;;parchment;130 f.;140;100;;;1;10;;;Textualis;Formata;;;;;1501;1600;1501-1600 (Medium) From : 1390 (CCLL) To : 1410 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24154/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°018;37714;;parchment;178 f.;190;120;;;1;18;;;Cursiva;Libraria;;;;;1501;1600;1501-1600 (Medium) From : 1480 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24155/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°019;37715;;parchment;114 f.;200;120;;;1;15;;;Textualis;Formata;;;;;1501;1600;1501-1600 (Medium);;https://bvmm.irht.cnrs.fr/iiif/24156/manifest
Auxerre, Trésor de la cathédrale (Organisation);n°020;37716;;parchment;39 f.;200;120;;;1;21;;;Humanistique;Formata;;;;;1501;1600;1501-1600 (Medium) From : 1500 (CCLL) To : 1600 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24148/manifest
Avranches, Bibliothèque municipale (Organisation);302;100035131;;parchment;136 f.;190;138;;;1;16;;;Textualis;Formata;;;;;1480;1500;15e s. (fin) (Medium);;https://bvmm.irht.cnrs.fr/iiif/992/manifest
Avranches, Bibliothèque municipale (Organisation);FP ms. 0001;100042234;;parchment;;180;125;;;2;31;;;Textualis;Libraria;;;;;1385;1425;1301-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/4387/manifest
Avranches, Bibliothèque municipale (Organisation);FP ms. 0002;100042235;;parchment;109 f.;140;95;;;1;14;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/4385/manifest
Avranches, Bibliothèque municipale (Organisation);FP ms. 0003;100042236;;parchment;180 f.;175;120;;;1;14;;;Textualis;Formata;;;;;1301;1400;1301-1400 (Medium);;https://bvmm.irht.cnrs.fr/iiif/4386/manifest
