Column,Manuscript H-ID,repository_key (Organisation) Record Title,idno,idMedium,support,extent,dimensions (h x w),justification : height (mm),justification : width (mm),columns,writtenLines,writtenLines (notes),writtenLines (note),script type,formality,scriptNote,note (deco),origDate,origDate : from,origDate : to,origDate : proposed date,origPlace (relationship marker) H-ID,iiif manifest
107,1186,"Albi, Bwibliothèque municipale",0052 (004),100016874,parchment,143 f.,155 x 100,,,1.0,16.0,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/2801/manifest
108,1187,"Albi, Bibliothèque municipale",0053 (002),100016875,parchment,129 f.,150 x 95,,,1.0,19.0,,,Semihybrida,Formata,,,,1451,1475,1401-1500 (Medium) From : 1420 (CCLL) To : 1460 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/2804/manifest
109,1189,"Alençon, Bibliothèque municipale",197,37855,parchment,187 f.,73 x 55,,,1.0,,,,Cursiva,Formata,,,,1451,1475,15e s. (troisième quart) (Medium) From : 1450 (CCLL) To : 1475 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24708/manifest
110,1190,"Ambierle, Musée Alice Taverne",inv. AR 501.01,100042393,parchment,1 f.,169 x 121,,,,,,,,,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/35490/manifest
111,1215,"Angers, Bibliothèque municipalze",2047,40627,parchment,105 f.,205 x 145,,,1.0,15.0,,,Textualis,Formata,,"11 miniatures (f. 13, 23, 34v°, 47, 50, 57, 62, 67, 71, 75, 82), bordures, lettres ornées. (Virgo)",,1430,1450,15e s. (1420-1450) (Medium) From : 1430 (CCLL) To : 1440 (CCLL),Angers,https://bvmm.irht.cnrs.fr/iiif/4659/manifest
112,1216,"Agers, Bibliotèque municipale",2048,40628,parchment,72 f.,190 x 110,,,1.0,33.0,,,Cursiva,Formata,,"11 miniatures (19, 24, 30v°, 34v°, 36, 38, 39v°, 41, 45, 51v°, 67), bordures, lettres ornées (Virgo)",,1475,1495,15e s. (1485 circa) (Medium) From : 1485 (CCLL) To : 1485 (CCLL),Tours,https://bvmm.irht.cnrs.fr/iiif/4660/manifest
113,1217,"Angers, Bibliothèque municipale",2104,100009309,parchment,136 f.,175 x 130,,,1.0,14.0,,,Textualis,Formata,,,,1440,1460,15e s. (milieu) (Medium) From : 1440 (CCLL) To : 1460 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/1140/manifest
114,1218,Angers Biblithèque municpale,2111,100042212,parchment,114 f.,138 x 90,,,1.0,19.0,,,Humanistique,Formata,,,,1510,1530,16e s. (1510-1520 circa) (Medium),,https://bvmm.irht.cnrs.fr/iiif/1141/manifest
115,1230,"Angers, Bibliothèque municipale",0134 (0126),40232,parchment,198 f.,205 x 138,,,1.0,13.0,,,Textualis,Formata,,"12 miniatures, bordures, lettres ornées (Virgo)",,1480,1500,15e s. (fin) (Medium) From : 1490 (CCLL) To : 1500 (CCLL),Paris,https://bvmm.irht.cnrs.fr/iiif/4645/manifest
116,1234,"Angers, Bibliothèqcue muicipale",0138 (0130),100010490,parchment,106 f.,215 x 150,,,1.0,20.0,,,Humanistique,Formata,,,,1501,1550,16e s. (première moitié) (Medium) From : 1500 (CCLL) To : 1550 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/1069/manifest
117,1238,"Angers, Musée des eaux-Arts",2003.1.071,100045071,parchment,160 f.,157 x 124,,,1.0,15.0,,,Textualis,Formata,,,,1390,1410,"14e s.,15e s. (ca. 1390-1400) (Medium)",,https://bvmm.irht.cnrs.fr/iiif/1383/manifest
118,1239,"Angers, Musée des Bedaux-Arts",2003.1.072,100045072,parchment,225 f.,185 x 140,,,1.0,13.0,,,Textualis,Formata,,,,1440,1460,15e s. (milieu) (Medium),,https://bvmm.irht.cnrs.fr/iiif/2385/manifest
119,1240,"Angers, Musée des Beaulx-Arts",2003.1.073,100045073,parchment,220 f.,185 x 135,,,1.0,14.0,,,Textualis,Formata,,,,1480,1500,15e s. (fin) (Medium),,https://bvmm.irht.cnrs.fr/iiif/1385/manifest
120,1241,"ngers, Musée des Beaux-Arts",2003.1.074,100045074,parchment,175 f.,205 x 145,,,1.0,15.0,,,Textualis,Formata,,,,1425,1450,15e s. (deuxième quart) (Medium),,https://bvmm.irht.cnrs.fr/iiif/1386/manifest
121,1242,"Aners, Muszée des Beaux-Arts",2003.1.075,100045075,parchment,96 f.,170 x 125,,,1.0,21.0,,,Cursiva,Formata,,,,1490,1510,16e s. (ca. 1500) (Medium),,https://bvmm.irht.cnrs.fr/iiif/1387/manifest
122,1243,"Angers, Musée des Beaux-Arts",2003.1.076,100045076,parchment,138 f.,135 x 95,,,1.0,16.0,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/1411/manifest
123,1244,"Angers, Musée des Beax-Arts",2003.1.085,100045085,parchment,243 f.,133 x 100,,,1.0,16.0,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/1388/manifest
124,1245,"Angers, Msée des Beaux-Arts",2003.1.784,100045079,parchment,1 f.,,,,,,,,,,,,,1486,1500,,,https://bvmm.irht.cnrs.fr/iiif/1397/manifest
125,1246,"Angers, fMusée des Beaux-Arts",2003.1.785,100045080,parchment,1 f.,,,,,,,,,,,,,1486,1500,,,https://bvmm.irht.cnrs.fr/iiif/1399/manifest
126,1247,"Angers, Musée des Beaux-Arts",2003.1.786,100045081,parchment,1 f.,,,,,,,,,,,,,1486,1500,,,https://bvmm.irht.cnrs.fr/iiif/1400/manifest
127,1248,"Angers, Musée des Beaux-Arts",2003.1.787,100045082,parchment,1 f.,,,,,,,,,,,,,1486,1500,,,https://bvmm.irht.cnrs.fr/iiif/1398/manifest
128,1249,"Angers, Musée des Beaux-Arts",2003.1.788,100045083,parchment,1 f.,,,,,,,,,,,,,1401,1500,,,https://bvmm.irht.cnrs.fr/iiif/1390/manifest
129,1250,"Angers, Musée des Beaux-Arts",2003.1.789,100045084,parchment,2 f.,,,,,,,,,,,,,1401,1500,,,https://bvmm.irht.cnrs.fr/iiif/1389/manifest
130,1255,"Annecy, Bibliothèque municiparle",2,100017175,mixed,143 f.,93 x 66,,,1.0,,,,,,,,,1451,1550,"15e s., 17e s. (Medium) From : 1400 (CCLL) To : 1500 (CCLL)",,https://bvmm.irht.cnrs.fr/iiif/32550/manifest
131,1256,"Annecy, Bibliothèque municipale",4,100047504,parchment,164 f.,172 x 122,,,1.0,,,,,,,,,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/32559/manifest
132,1257,"nnecy, Bibliothèque municipale",8,100047507,parchment,1 f.,192 x 136,,,,,,,,,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/32555/manifest
133,1258,"Anxnecy, Bibliothèque municipae",9,100047508,parchment,251 f.,148 x 98,,,1.0,,,,,,,,,1451,1500,15e s. (seconde moitié) (Medium) From : 1450 (CCLL) To : 1480 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/32556/manifest
134,1260,"Apwt, Musée résor de la Cthédrale Sinte-Anne",4,44274|100100546,parchment,92 f.,146 x 102,,,1.0,,,,,,,"Bordures, lettres ornées (Virgo)",,1301,1400,1301-1400 (Medium) From : 1300 (CCLL) To : 1400 (CCLL),Lyon,https://bvmm.irht.cnrs.fr/iiif/34027/manifest
135,1262,"Argentan, Bibliothvèque muncipale",27,100037632,parchment,134 f.,183 x 125,,,1.0,16.0,,,Hybrida,Formata,,,,1440,1475,1446-1475 (Medium) From : 1450 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/4257/manifest
136,1264,"Arras, Bibliothèque municipale",1282,100077739,parchment,212 f.,,,,,,,,,,,,,1401,1500,,,https://bvmm.irht.cnrs.fr/iiif/33715/manifest
137,1265,"vArras, Bibliothèque municipale",0366 (0212),100017719,parchment,206 ff. (CCLL),215 x 165,,,1.0,,,,,,,"Bordures, lettres ornées et filigranées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1435 (CCLL) To : 1450 (CCLL),Amiens|Arras,https://bvmm.irht.cnrs.fr/iiif/23957/manifest
138,1266,"Arras, Bibliothèque municipale",0367 (0449),100017720,parchment,161 f.,210 x 155,,,1.0,,,,,,,"Bordures, lettres ornées (Defuncti)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/24778/manifest
139,1267,"Arras, Bibliothèque municipale",0376 (1030),100017728,parchment,61 f.,180 x 135,,,1.0,,,,,,,"2 miniatures (f. 12, 19), bordures, lettres ornées (Virgo)",,1440,1485,c.1450-1475,France,https://bvmm.irht.cnrs.fr/iiif/32262/manifest
140,1268,"Arras, Biblionthèque municipale",0377 (0783),100017729,parchment,230 ff. (CCLL),180 x 130,,,1.0,,,,,,,"Bordures, lettres filigranées , initiales rouges et bleues (Virgo)",,1301,1400,1301-1400 (Medium) From : 1300 (CCLL) To : 1400 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24316/manifest
141,1269,"Arras, Bibliothèque municipale",0384 (0232),100017733,parchment,188 ff. (CCLL),165 x 120,,,1.0,,,,,,,"11 miniatures (f. 13, 37v°, 50, 56v°, 60v°, 64v°, 69v°, 76v°, 83, 112v°, 118), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/23962/manifest
142,1270,"Arras, Bibliothèque municipale",0659 (0356),100017961,paper,190 f.,304 x 222,,,2.0,,,,,,,"Lettres filigranées, initiales rouges et bleues (Virgo)",,1451,1500,15e s. (seconde moitié) (Medium) From : 1450 (CCLL) To : 1500 (CCLL),"France, Nord",https://bvmm.irht.cnrs.fr/iiif/24530/manifest
143,1271,"Aorras, Bibliothèque unicipale",0751 (0780),100018054,parchment,128 ff.,185 x 120,,,1.0,,,,,,,,,1430,1470,c.1440-1460 ?,,https://bvmm.irht.cnrs.fr/iiif/25554/manifest
144,1272,"Arras, Bibliothèque municipale",0779 (0778),100018079,parchment,70 f.,180 x 125,,,1.0,,,,,,,"3 miniatures (f. 13v°, 19v°, 57v°), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),"France, Nord",https://bvmm.irht.cnrs.fr/iiif/24217/manifest
145,1273,"Arras, Bibliothèque municipale",0782 (1023),100018082,parchment,,175 x 115,,,,,,,,,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/34421/manifest
146,1274,"Arra, Bibliothèque municipale",0784 (1025),100018084,parchment,079 ff. (CCLL),170 x 120,,,1.0,,,,,,,,,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/32600/manifest
147,1275,"Arras, Bibliothèque municipale",0785 (0520),100018085,parchment,175 ff. (CCLL),170 x 120,,,1.0,,,,,,,"11 miniatures (f. 22, 25v°, 29v°, 32, 34v°, 37, 39, 42, 44, 78v°, 118v°), bordures, lettres ornées et filigranées (Virgo)",,1440,1460,c.1450,France,https://bvmm.irht.cnrs.fr/iiif/32406/manifest
148,1277,"Arras, Bibliothèque municipale",0787 (0521),100018089,parchment,120 ff. (CCLL),170 x 125,,,1.0,,,,,,,"28 miniatures (11-16v°, 20v°, 27, 28, 29, 30, 34v°, 46v°, 54v°, 57v°, 60v°, 63v°, 66v°, 71v°, 78v°, 90v°), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/35425/manifest
149,1278,"Arras, Bibliothèque municipale",0789 (0515),100018091,parchment,291 ff. (CCLL),165 x 125,,,1.0,,,,,,,"14 miniatures (39v°-40, 47, 55, 61, 75, 91, 99, 105, 111, 122, 130, 137, 164), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/35429/manifest
150,1280,Arras Bibliohèque municipale,0791 (0536),100018099,,173 ff. (CCLL),155 x 110,,,1.0,,,,,,,"15 miniatures (14, 16, 18, 19v°, 34v°, 48, 55, 60v°, 65v°, 70v°, 79, 85, 107v°, 163, 168), bordures, lettres ornées (Virgo)",,1420,1450,c.1420-1450,"France, Nord|Nederland, Sud|Brugge",https://bvmm.irht.cnrs.fr/iiif/35430/manifest
151,1281,"Arvras, Bibliothèque municipae",0792 (0533),100018100,parchment,099 ff. (CCLL),155 x 115,,,1.0,,,,,,,"Bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/35431/manifest
152,1282,"Aras, Biblothèque municipale",0793 (0540),100018101,parchment,I+149+I ff. (CCLL),150 x 105,,,1.0,,,,,,,"Amiens painter - Rouen painter|6 miniatures (f. 13, 57, 75, 107, 111, 139), lettres historiées (34, 56-56v°, 74v°, 106v°, 110v°, 130v°), bordures, lettres ornées (Virgo)",,1430,1450,1401-1500 (Stutzmann) 1401-1500 (Medium) From : 1435 (CCLL) To : 1440 (CCLL),Amiens|Rouen,https://bvmm.irht.cnrs.fr/iiif/35446/manifest
153,1283,"Arras, Bibliothèque municipale",0794 (0244),100018102,parchment,141 ff. (CCLL),145 x 110,,,1.0,,,,,,,"7 miniatures (13v°, 29v°, 40v°, 55v°, 60v°, 70v°, 65v°), bordures, lettres ornées et filigranées (Virgo)",,1501,1600,1501-1600 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/32417/manifest
154,1284,"Arras, Bibliothèque municipale",0795 (0545),100018109,parchment,141 ff. (CCLL),140 x 100,,,1.0,,,,,,,"5 miniatures (f. 13, 88, 109, 117, 176), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/35447/manifest
155,1285,"Arras, Bibliothèque municipale",0822 (0513),100018145,parchment,127 f.,165 x 115,,,1.0,,,,,,,"17 miniatures, bordures, lettres ornées (Virgo)",,1390,1410,c.1400,Flandre,https://bvmm.irht.cnrs.fr/iiif/32427/manifest
156,1286,"Arras, Bibliothèque municipale",0836 (0542),100018157,parchment,29 f.,145 x 100,,,2.0,,,,,,,Initiales rouges (Virgo),,1201,1300,1201-1300 (Medium) From : 1200 (CCLL) To : 1300 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/32477/manifest
157,1287,"Arras, Bibliothèqe municipale",0892 (0767),100018214,parchment,073 ff. (CCLL),195 x 135,,,1.0,,,,,,,,,1451,1500,c.1450-1500,France,https://bvmm.irht.cnrs.fr/iiif/35471/manifest
158,1288,"Arra, Bibliothèque municipale",0898 (0226),100018219,parchment,126 ff. (CCLL),175 x 120,,,1.0,,,,,,,,,1501,1600,1501-1600 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/23976/manifest
159,1289,"Arras, Bibliothèque municipale",0899 (1020),100018220,parchment,096 ff. (CCLL),175 x 115,,,1.0,,,,,,,"13 miniatures (f. 7, 12v°, 17, 25, 33v°, 37v°, 41, 44v°, 50, 52, 54, 59, 72), bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/32601/manifest
160,1290,"Aroras, Bibliothèeque municipale",0900 (0235),100018221,parchment,137 f.,170 x 125,,,1.0,,,,,,,"3 miniatures (f. 20, 58, 72), bordures, lettres ornées et filigranées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/23977/manifest
161,1291,"Arras, Biliothèque municipale",0904 (0231),100018224,parchment,220 f.,160 x 115,,,1.0,,,,,,,,,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/34460/manifest
162,1292,"Arras, Bibliothèque municipae",0906 (0240),100018226,parchment,166+080+IV+III ff. (CCLL),160 x 110,,,1.0,,,,,,,"5 miniatures (f. 17, 19, 69, 85, 120), bordures, lettres ornées et filigranées (Virgo)",,1301,1400,1301-1400 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/34483/manifest
163,1293,Arras Bibliothèque municipale,0915 (0249),100018233,parchment,247 f.,110 x 75,,,1.0,,,,,,,"1 miniature (f. 3v°), 12 lettres historiées (f. 24v°, 37, 49, 49v°, 62, 77, 90, 92, 104, 150v°, 180, 186), lettres ornées (Virgo)",,1301,1400,1301-1400 (Medium) From : 1330 (CCLL) To : 1350 (CCLL),Liège,https://bvmm.irht.cnrs.fr/iiif/34462/manifest
164,1295,"eArras, Bibliothèque municipale",1051 (0233),100018336,parchment,110 ff. (CCLL),160 x 120,,,1.0,,,,,,,"Bordures, lettres ornées (Virgo)",,1401,1500,From : 1400 (CCLL) To : 1500 (CCLL),Belgique,https://bvmm.irht.cnrs.fr/iiif/24000/manifest
165,1296,"Arras, Bibliothèque municipale",1135 (0219),100018338,parchment,194 f.,190 x 140,,,1.0,,,,,,,"19 miniatures, bordures, lettres ornées (Virgo)",,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/24001/manifest
166,1307,"Arras, Musé docésain",601,100048453,parchment,309 f.,260 x 185,,,1.0,,,,,,,"Bordures, 3 lettres historiées (f. 74, 191v°, 248v°), lettres ornées et filigranées (Virgo)",,1275,1300,1286-1300 (Medium) From : 1280 (CCLL) To : 1320 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/35127/manifest
167,1310,"Auch, Bibliothèque municipale",25,100018379,parchment,138 f.,120 x 85,,,1.0,17.0,,,Textualis,Formata,,,,1451,1475,15e s. (troisième quart) (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/1274/manifest
168,1311,"Auch, Bibliothèque municipale",26,868,parchment,113 f.,130 x 90,,,1.0,17.0,,,Textualis,Libraria,,"Bordures, lettres filigranées (Virgo)",,1451,1500,15e s. (seconde moitié) (Medium) From : 1400 (CCLL) To : 1500 (CCLL),France,https://bvmm.irht.cnrs.fr/iiif/1275/manifest
169,1314,"Autun, Bibliothèque de la Sodciété Eduenune","Album Bulliot, n° 05",100058520,parchment,1 fragment,,,,,,,,,,,,,1465,1495,,,https://bvmm.irht.cnrs.fr/iiif/22886/manifest
170,1316,"Autun, Bibliohèque de la Société Eduenne",M 004,40799,parchment,18 f.,180 x 130,,,1.0,17.0,,,Textualis,Formata,,,,1451,1500,15e s. (seconde moitié) (Medium),,https://bvmm.irht.cnrs.fr/iiif/22834/manifest
171,1317,"Auun, Bibliothèque municipale",269,45690,parchment,174 f.,195 x 135|138,,,1.0,15.0,,,Textualis,Formata,,"23 miniatures (f. 13v°, 21, 32v°, 44, 50, 54v°, 59, 63, 70v°, 77, 84, 89, 108, 145, 151v°, 153v°, 156, 158v°, 160v°, 164, 165, 169, 170v°), 1 lettre historiée (f. 146v°), bordures, lettres ornées (Virgo)",,1480,1490,15e s. (ca. 1480-1490) (Medium) From : 1480 (CCLL) To : 1490 (CCLL),Autun|Bourgogne,https://bvmm.irht.cnrs.fr/iiif/22734/manifest
172,1319,"Autun, Bibliothèque municipale",Legs Chevalier n° 15,37640,parchment,fragment,,,,1.0,,,,Textualis,Formata,,,,1385,1425,1301-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/12718/manifest
173,1320,"Autun, Bibliothèque municipale",S 119 (99 A),982,parchment,142 f.,196 x 130,110,74,1.0,19.0,,,Textualis,Formata,,"14 miniatures (f. 18, 19v°, 21, 22, 27, 31, 40v°, 54v°, 58, 61v°, 65, 70v°, 80, 98), bordures, 1 lettre historiée (f. 140), lettres ornées (Virgo)",,1480,1500,15e s. (fin) (Medium) From : 1480 (CCLL) To : 1500 (CCLL),France|Troyes,https://bvmm.irht.cnrs.fr/iiif/22185/manifest
174,1321,"Autun, Bibliothèque municipale",S 190,1032,parchment,140 f.,205 x 145,103,63,,,,,,,,,,1451,1500,15e s. (seconde moitié) (Medium),Paris|Bourgogne,https://bvmm.irht.cnrs.fr/iiif/22758/manifest
175,1322,"Autun, Bibliothèque municipale",S 191,1033,parchment,189 f.,124 x 90,,,1.0,17.0,,,Cursiva,Formata,,"6 miniatures (f. 26, 113, 116v°, 120, 185, 187), bordures, lettres ornées (Virgo)",,1475,1500,1475-1500 (Medium) From : 1485 (CCLL) To : 1485 (CCLL),Paris,https://bvmm.irht.cnrs.fr/iiif/22759/manifest
176,1323,"Autun, Bibliothèque municipale",S 192,1034,parchment,85 f.,189 x 151,,,1.0,19.0,,,Textualis,Formata,,,,1451,1500,15e s. (seconde moitié) (Medium) From : 1445 (CCLL) To : 1475 (CCLL),Flandre,https://bvmm.irht.cnrs.fr/iiif/22760/manifest
177,1324,"utun, Bibliothèque municipale",S 196 (1),1037,parchment,116 f.,197 x 135,,,,,,,,,,,,1501,1515,16e s. (début) (Medium),,https://bvmm.irht.cnrs.fr/iiif/22771/manifest
178,1325,"Autun, Bibliothèque municipale",S 196 (2),100047357,parchment,2 f.,184 x 129,,,,,,,,,,,,1480,1500,15e s. (fin) (Medium),,https://bvmm.irht.cnrs.fr/iiif/22772/manifest
179,1326,"Autun, Musée Rolin",SE 207,100010534,parchment,1 f.,135 x 85,,,,,,,,,,,,1480,1500,15e s. (ca. 1475-1485) (Medium),,https://bvmm.irht.cnrs.fr/iiif/22993/manifest
180,1327,"Auxerre, Trésor de la cathédrale",n°010,37707,parchment,111 f.,190 x 140,,,1.0,,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium) From : 1470 (CCLL) To : 1480 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24141/manifest
181,1328,"Auxerre, Trésr de la cathédrale",n°011,37708,parchment,133 + 2 f.,191 x 140|148,,,1.0,17.0,,,Textualis,Formata,,,,1480,1510,c.1480-1510,,https://bvmm.irht.cnrs.fr/iiif/24147/manifest
182,1329,"Auxere, Tréor de la cathédrale",n°012,37709,parchment,192 f.,170 x 120,,,1.0,14.0,,,Textualis,Formata,,,,1480,1520,1401-1600 (Medium) From : 1490 (CCLL) To : 1510 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24142/manifest
183,1330,"Auxerre, Trézsor de la cathédrale",n°014,37711,parchment,155 f.,173 x 140,,,1.0,15.0,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24144/manifest
184,1331,"Auxrerre, Trésor de la cathédrale",n°015,37712,parchment,131 f.,170 x 110,,,1.0,18.0,,,Textualis,Libraria,,,,1501,1600,1501-1600 (Medium) From : 1490 (CCLL) To : 1495 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24145/manifest
185,1332,Auxerre Trésor de la cathédrlale,n°016,100039316,parchment,200 f.,150 x 110,,,,,,,,,,,,1501,1600,1501-1800 (Medium),,https://bvmm.irht.cnrs.fr/iiif/24153/manifest
186,1333,"Auxerrfe, Trésor de la cathédrale",n°017,37713,parchment,130 f.,140 x 100,,,1.0,10.0,,,Textualis,Formata,,,,1501,1600,1501-1600 (Medium) From : 1390 (CCLL) To : 1410 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24154/manifest
187,1334,"Auxerre, hTrésor de la cathédraale",n°018,37714,parchment,178 f.,190 x 120,,,1.0,18.0,,,Cursiva,Libraria,,,,1501,1600,1501-1600 (Medium) From : 1480 (CCLL) To : 1500 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24155/manifest
188,1335,"Auxerre, Trésor de la cathédrale",n°019,37715,parchment,114 f.,200 x 120,,,1.0,15.0,,,Textualis,Formata,,,,1501,1600,1501-1600 (Medium),,https://bvmm.irht.cnrs.fr/iiif/24156/manifest
189,1336,"Auxerre, Tréor de la cathédrale",n°020,37716,parchment,39 f.,200 x 120,,,1.0,21.0,,,Humanistique,Formata,,,,1501,1600,1501-1600 (Medium) From : 1500 (CCLL) To : 1600 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/24148/manifest
190,1356,"Avraches, Bibliothèque municipale",302,100035131,parchment,136 f.,190 x 138,,,1.0,16.0,,,Textualis,Formata,,,,1480,1500,15e s. (fin) (Medium),,https://bvmm.irht.cnrs.fr/iiif/992/manifest
191,1358,"Avanches, Biliothèque municipale",FP ms. 0001,100042234,parchment,,180 x 125,,,2.0,31.0,,,Textualis,Libraria,,,,1385,1425,1301-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/4387/manifest
192,1359,"Avrances, Bibliothèque municipale",FP ms. 0002,100042235,parchment,109 f.,140 x 95,,,1.0,14.0,,,Textualis,Formata,,,,1401,1500,1401-1500 (Medium),,https://bvmm.irht.cnrs.fr/iiif/4385/manifest
193,1360,"Avranches, Bibliothèque municipale",FP ms. 0003,100042236,parchment,180 f.,175 x 120,,,1.0,14.0,,,Textualis,Formata,,,,1301,1400,1301-1400 (Medium),,https://bvmm.irht.cnrs.fr/iiif/4386/manifest
194,1361,"Avranches, Bibliothèque mnicipale",inv. 094.1.1,100042233,parchment,137 f.,125 x 85,,,1.0,17.0,,,Cursiva,Formata,,,,1470,1490,15e s. (ca. 1480) (Medium),,https://bvmm.irht.cnrs.fr/iiif/17953/manifest
195,1368,"Bayeux, Bibliothèque du chapitre",80,100018912,parchment,121 f.,153 x 115,,,1.0,13.0,,,Textualis,Libraria,,,,1401,1500,1401-1500 (Medium) From : 1400 (CCLL) To : 1420 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/3468/manifest
196,1373,"Bayeuix, Bibliothèque municipalew",59,100041404,parchment,91 f.,160 x 110,,,1.0,16.0,,,Textualis,Libraria,,,,1440,1460,15e s. (ca. 1440-1450) (Medium) From : 1440 (CCLL) To : 1450 (CCLL),Normandie,https://bvmm.irht.cnrs.fr/iiif/4379/manifest
197,1374,Bayeux Bibliothèque municipale,183,100041408,parchment,133 f.,153 x 108,,,1.0,14.0,,,Textualis,Formata,,,,1440,1460,15e s. (milieu) (Medium) From : 1440 (CCLL) To : 1460 (CCLL),,https://bvmm.irht.cnrs.fr/iiif/4465/manifest
